date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:45:45	139266/139266	---MCZ	200	added ('OK')	application/javascript	etag:W/%2222002-1926cb41c20%22	https://stormapplications.com/_next/static/chunks/70-ef9bf35400888fee.js	C:/Meus%20Sites/storm/stormapplications.com/_next/static/chunks/70-ef9bf35400888fee.js	(from https://stormapplications.com/)
18:45:45	10356/10356	---MCZ	200	added ('OK')	application/javascript	etag:W/%222874-1926cb41c20%22	https://stormapplications.com/_next/static/chunks/702-e92fa558e1c0edb3.js	C:/Meus%20Sites/storm/stormapplications.com/_next/static/chunks/702-e92fa558e1c0edb3.js	(from https://stormapplications.com/)
18:45:46	78126/78126	---MCZ	200	added ('OK')	application/javascript	etag:W/%221312e-1926cb41c20%22	https://stormapplications.com/_next/static/chunks/753-83b3d0cf595178f5.js	C:/Meus%20Sites/storm/stormapplications.com/_next/static/chunks/753-83b3d0cf595178f5.js	(from https://stormapplications.com/)
18:45:46	13034/13034	---MCZ	200	added ('OK')	application/javascript	etag:W/%2232ea-1926cb41c20%22	https://stormapplications.com/_next/static/chunks/261-e54629ec2b43283b.js	C:/Meus%20Sites/storm/stormapplications.com/_next/static/chunks/261-e54629ec2b43283b.js	(from https://stormapplications.com/)
18:45:46	17731/17731	---MCZ	200	added ('OK')	application/javascript	etag:W/%224543-1926cb41c20%22	https://stormapplications.com/_next/static/chunks/806-e94e4338c06f99c1.js	C:/Meus%20Sites/storm/stormapplications.com/_next/static/chunks/806-e94e4338c06f99c1.js	(from https://stormapplications.com/)
18:45:46	13730/13730	---MCZ	200	added ('OK')	application/javascript	etag:W/%2235a2-1926cb41c20%22	https://stormapplications.com/_next/static/chunks/85-704a8d3dbacbafd3.js	C:/Meus%20Sites/storm/stormapplications.com/_next/static/chunks/85-704a8d3dbacbafd3.js	(from https://stormapplications.com/)
18:45:46	177/177	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b1-1926cb41c20%22	https://stormapplications.com/_next/static/chunks/app/(dashboard)/layout-7df0cd3b2e6baf46.js	C:/Meus%20Sites/storm/stormapplications.com/_next/static/chunks/app/(dashboard)/layout-7df0cd3b2e6baf46.js	(from https://stormapplications.com/)
18:45:47	9098/9098	---MCZ	200	added ('OK')	application/javascript	etag:W/%22238a-1926cb41c20%22	https://stormapplications.com/_next/static/chunks/245-7bac5e4443b26651.js	C:/Meus%20Sites/storm/stormapplications.com/_next/static/chunks/245-7bac5e4443b26651.js	(from https://stormapplications.com/)
18:45:47	33827/33827	---MCZ	200	added ('OK')	application/javascript	etag:W/%228423-1926cb41c20%22	https://stormapplications.com/_next/static/chunks/23-af6b4d50971e08ae.js	C:/Meus%20Sites/storm/stormapplications.com/_next/static/chunks/23-af6b4d50971e08ae.js	(from https://stormapplications.com/)
18:45:47	12542/12542	---MCZ	200	added ('OK')	application/javascript	etag:W/%2230fe-1926cb41c20%22	https://stormapplications.com/_next/static/chunks/app/layout-4c1787393ee88f4d.js	C:/Meus%20Sites/storm/stormapplications.com/_next/static/chunks/app/layout-4c1787393ee88f4d.js	(from https://stormapplications.com/)
18:45:47	15406/15406	---MCZ	200	added ('OK')	image/x-icon	date:Wed,%2001%20Jan%202025%2006:54:50%20GMT	https://stormapplications.com/favicon.ico	C:/Meus%20Sites/storm/stormapplications.com/favicon.ico	(from https://stormapplications.com/)
18:45:48	91381/91381	---MCZ	200	added ('OK')	application/javascript	etag:W/%22164f5-1926cb41c20%22	https://stormapplications.com/_next/static/chunks/polyfills-78c92fac7aa8fdd8.js	C:/Meus%20Sites/storm/stormapplications.com/_next/static/chunks/polyfills-78c92fac7aa8fdd8.js	(from https://stormapplications.com/)
18:45:48	9402/9402	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2224ba-1911986db10%22	https://stormapplications.com/storm.svg	C:/Meus%20Sites/storm/stormapplications.com/storm.svg	(from https://stormapplications.com/)
18:45:48	57581/57581	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2021:45:50%20GMT	https://stormapplications.com/planos	C:/Meus%20Sites/storm/stormapplications.com/planos.html	(from https://stormapplications.com/)
18:45:49	29/29	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Tue,%2007%20Jan%202025%2021:45:51%20GMT	https://stormapplications.com/discord	C:/Meus%20Sites/storm/stormapplications.com/discord	(from https://stormapplications.com/)
18:45:49	16200/16200	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Tue,%2007%20Jan%202025%2021:45:51%20GMT	https://stormapplications.com/login	C:/Meus%20Sites/storm/stormapplications.com/login	(from https://stormapplications.com/)
18:45:49	36701/36701	---M--	200	added ('OK')	image/png	etag:5i+cJKP1N2f3NibWkLkcg5yt2eMjLZRdPMLW00bFI8k=	https://stormapplications.com/_next/image?url=%2Fbackground.png&w=3840&q=75	C:/Meus%20Sites/storm/stormapplications.com/_next/background1a8b.png	(from https://stormapplications.com/)
18:45:50	22503/22503	---M--	200	added ('OK')	image/png	etag:EkXRKmFgeHOvnXStS7rLJWF8ggG6X-R6etWY30WLHU4=	https://stormapplications.com/_next/image?url=%2Fassets%2FRoboApresentando.png&w=3840&q=75	C:/Meus%20Sites/storm/stormapplications.com/_next/RoboApresentando435c.png	(from https://stormapplications.com/)
18:45:50	23876/23876	---M--	200	added ('OK')	image/png	etag:chLYQb6ItepuaOprdROWysM97yWfsWGlqtnVpv-vTy0=	https://stormapplications.com/_next/image?url=%2Fassets%2FRoboDinheiro.png&w=3840&q=75	C:/Meus%20Sites/storm/stormapplications.com/_next/RoboDinheirob892.png	(from https://stormapplications.com/)
18:45:50	22423/22423	---M--	200	added ('OK')	image/png	etag:hRYQpn2OOPCJeCfyt4YSmQyJt+hogTBpt3omFiy0tkA=	https://stormapplications.com/_next/image?url=%2Fassets%2FRoboTriste.png&w=3840&q=75	C:/Meus%20Sites/storm/stormapplications.com/_next/RoboTriste548d.png	(from https://stormapplications.com/)
18:45:51	98901/98901	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2021:45:52%20GMT	https://stormapplications.com/termos	C:/Meus%20Sites/storm/stormapplications.com/termos.html	(from https://stormapplications.com/)
18:45:51	29/29	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Tue,%2007%20Jan%202025%2021:45:53%20GMT	https://stormapplications.com/discord	C:/Meus%20Sites/storm/stormapplications.com/discord	(from https://stormapplications.com/)
18:45:51	43/43	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Tue,%2007%20Jan%202025%2021:45:53%20GMT	https://stormapplications.com/youtube	C:/Meus%20Sites/storm/stormapplications.com/youtube	(from https://stormapplications.com/)
18:45:51	12332/12332	---MCZ	200	added ('OK')	application/javascript	etag:W/%22675fc4cd-302c%22	https://stormapplications.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	C:/Meus%20Sites/storm/stormapplications.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://stormapplications.com/)
18:45:52	23412/23412	---M--	200	added ('OK')	font/woff2	etag:W/%225b74-1926cb41c20%22	https://stormapplications.com/_next/static/media/aec774cbe1963439-s.woff2	C:/Meus%20Sites/storm/stormapplications.com/_next/static/media/aec774cbe1963439-s.woff2	(from https://stormapplications.com/_next/static/css/48b98a57dcdb193d.css)
18:45:52	21268/21268	---M--	200	added ('OK')	font/woff2	etag:W/%225314-1926cb41c20%22	https://stormapplications.com/_next/static/media/634216363f5c73c1-s.woff2	C:/Meus%20Sites/storm/stormapplications.com/_next/static/media/634216363f5c73c1-s.woff2	(from https://stormapplications.com/_next/static/css/48b98a57dcdb193d.css)
18:45:52	9496/9496	---M--	200	added ('OK')	font/woff2	etag:W/%222518-1926cb41c20%22	https://stormapplications.com/_next/static/media/d83fe381bb17eb77-s.woff2	C:/Meus%20Sites/storm/stormapplications.com/_next/static/media/d83fe381bb17eb77-s.woff2	(from https://stormapplications.com/_next/static/css/48b98a57dcdb193d.css)
18:45:52	27672/27672	---M--	200	added ('OK')	font/woff2	etag:W/%226c18-1926cb41c20%22	https://stormapplications.com/_next/static/media/88325a2c1fede2f4-s.woff2	C:/Meus%20Sites/storm/stormapplications.com/_next/static/media/88325a2c1fede2f4-s.woff2	(from https://stormapplications.com/_next/static/css/48b98a57dcdb193d.css)
18:45:53	33148/33148	---M--	200	added ('OK')	font/woff2	etag:W/%22817c-1926cb41c20%22	https://stormapplications.com/_next/static/media/e1c529c04de64b40-s.p.woff2	C:/Meus%20Sites/storm/stormapplications.com/_next/static/media/e1c529c04de64b40-s.p.woff2	(from https://stormapplications.com/_next/static/css/48b98a57dcdb193d.css)
18:45:53	212/212	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d4-1926cb41c20%22	https://stormapplications.com/_next/static/chunks/app/(app)/planos/page-34df63fe4769cc3c.js	C:/Meus%20Sites/storm/stormapplications.com/_next/static/chunks/app/(app)/planos/page-34df63fe4769cc3c.js	(from https://stormapplications.com/planos)
18:45:53	29/29	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Tue,%2007%20Jan%202025%2021:45:55%20GMT	https://stormapplications.com/discord	C:/Meus%20Sites/storm/stormapplications.com/discord	(from https://stormapplications.com/planos)
18:45:54	16200/16200	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Tue,%2007%20Jan%202025%2021:45:55%20GMT	https://stormapplications.com/login	C:/Meus%20Sites/storm/stormapplications.com/login	(from https://stormapplications.com/planos)
18:45:54	35/35	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Tue,%2007%20Jan%202025%2021:45:56%20GMT	https://stormapplications.com/order?project=ticket	C:/Meus%20Sites/storm/stormapplications.com/order8585	(from https://stormapplications.com/planos)
18:45:54	16200/16200	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Tue,%2007%20Jan%202025%2021:45:56%20GMT	https://stormapplications.com/login	C:/Meus%20Sites/storm/stormapplications.com/login	(from https://stormapplications.com/planos)
18:45:55	35/35	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Tue,%2007%20Jan%202025%2021:45:56%20GMT	https://stormapplications.com/order?project=vendas	C:/Meus%20Sites/storm/stormapplications.com/order7e00	(from https://stormapplications.com/planos)
18:45:55	16200/16200	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Tue,%2007%20Jan%202025%2021:45:57%20GMT	https://stormapplications.com/login	C:/Meus%20Sites/storm/stormapplications.com/login	(from https://stormapplications.com/planos)
18:45:55	29/29	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Tue,%2007%20Jan%202025%2021:45:57%20GMT	https://stormapplications.com/discord	C:/Meus%20Sites/storm/stormapplications.com/discord	(from https://stormapplications.com/planos)
18:45:56	43/43	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Tue,%2007%20Jan%202025%2021:45:57%20GMT	https://stormapplications.com/youtube	C:/Meus%20Sites/storm/stormapplications.com/youtube	(from https://stormapplications.com/planos)
18:45:56	10988/10988	---MCZ	200	added ('OK')	application/javascript	etag:W/%222aec-1926cb41c20%22	https://stormapplications.com/_next/static/chunks/app/(app)/termos/page-8171c21fe61a1b0f.js	C:/Meus%20Sites/storm/stormapplications.com/_next/static/chunks/app/(app)/termos/page-8171c21fe61a1b0f.js	(from https://stormapplications.com/termos)
18:45:56	29/29	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Tue,%2007%20Jan%202025%2021:45:58%20GMT	https://stormapplications.com/discord	C:/Meus%20Sites/storm/stormapplications.com/discord	(from https://stormapplications.com/termos)
18:45:57	16200/16200	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Tue,%2007%20Jan%202025%2021:45:58%20GMT	https://stormapplications.com/login	C:/Meus%20Sites/storm/stormapplications.com/login	(from https://stormapplications.com/termos)
18:45:57	4699/4699	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2021:45:59%20GMT	https://stormapplications.com/cdn-cgi/l/email-protection	C:/Meus%20Sites/storm/stormapplications.com/cdn-cgi/l/email-protection.html	(from https://stormapplications.com/termos)
18:45:57	29/29	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Tue,%2007%20Jan%202025%2021:45:59%20GMT	https://stormapplications.com/discord	C:/Meus%20Sites/storm/stormapplications.com/discord	(from https://stormapplications.com/termos)
18:45:58	43/43	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Tue,%2007%20Jan%202025%2021:45:59%20GMT	https://stormapplications.com/youtube	C:/Meus%20Sites/storm/stormapplications.com/youtube	(from https://stormapplications.com/termos)
18:45:58	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22675fc4cd-4d7%22	https://stormapplications.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Meus%20Sites/storm/stormapplications.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://stormapplications.com/termos)
